id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
40,15785042.0,Ch'ien,594.0,France,Female,43.0,1.0,0.0,1.0,1.0,0.0,138526.96,1.0
41,15761483.0,Chibueze,679.0,France,Female,32.0,8.0,0.0,1.0,0.0,1.0,55835.43,0.0
42,15652981.0,Nnaemeka,627.0,Spain,Male,34.0,1.0,0.0,1.0,1.0,1.0,144880.81,0.0
43,15745324.0,Chukwufumnanya,714.0,Spain,Male,36.0,8.0,0.0,2.0,1.0,1.0,145548.28,0.0
44,15596405.0,Zaytseva,543.0,Spain,Female,30.0,4.0,123497.58,1.0,1.0,0.0,121408.55,0.0
45,15605918.0,DeRose,635.0,France,Male,21.0,7.0,0.0,2.0,1.0,0.0,182784.11,0.0
46,15777046.0,Ch'ang,669.0,Germany,Female,44.0,9.0,122453.37,1.0,1.0,0.0,113469.65,1.0
47,15721460.0,Uspensky,586.0,France,Male,36.0,6.0,0.0,2.0,1.0,0.0,104076.51,0.0
48,15799932.0,Genovese,743.0,France,Male,47.0,4.0,0.0,1.0,1.0,1.0,180712.28,0.0
49,15768270.0,Ch'ang,724.0,Germany,Female,47.0,3.0,125489.4,4.0,1.0,0.0,119327.75,1.0
50,15692991.0,Hsia,717.0,Spain,Female,46.0,6.0,0.0,1.0,1.0,0.0,70810.6,1.0
51,15715184.0,Walker,661.0,France,Female,44.0,9.0,0.0,1.0,0.0,1.0,51637.67,0.0
52,15661380.0,Nnonso,806.0,France,Female,41.0,8.0,0.0,2.0,0.0,0.0,49405.93,0.0
53,15793895.0,Ting,567.0,France,Male,43.0,9.0,0.0,2.0,1.0,0.0,937.15,0.0
54,15800515.0,Maclean,673.0,France,Male,31.0,1.0,121765.67,1.0,0.0,1.0,124592.83,0.0
55,15645956.0,Chikezie,697.0,Spain,Male,36.0,8.0,0.0,3.0,0.0,0.0,131736.23,0.0
56,15692931.0,Ch'ang,431.0,France,Male,59.0,1.0,99836.47,1.0,1.0,1.0,121207.66,0.0
57,15604551.0,Galkin,598.0,Spain,Male,35.0,5.0,0.0,2.0,1.0,1.0,113943.17,0.0
58,15582761.0,T'ang,717.0,Germany,Male,28.0,5.0,113599.74,2.0,1.0,0.0,28137.03,0.0
59,15579915.0,Nwachinemelu,573.0,France,Female,48.0,8.0,0.0,1.0,1.0,1.0,89520.75,0.0
60,15729224.0,Okechukwu,726.0,Spain,Male,36.0,5.0,0.0,1.0,1.0,1.0,65769.3,0.0
61,15579914.0,Yobachi,663.0,France,Male,46.0,8.0,0.0,2.0,1.0,0.0,121084.27,0.0
62,15622083.0,Ts'ai,722.0,France,Male,39.0,10.0,0.0,2.0,1.0,0.0,108747.12,0.0
63,15725028.0,Chiebuka,697.0,France,Female,28.0,1.0,0.0,2.0,1.0,0.0,86044.98,0.0
64,15759733.0,Liao,472.0,France,Female,33.0,7.0,0.0,2.0,1.0,0.0,82662.73,0.0
65,15664668.0,Nevels,653.0,France,Male,39.0,8.0,0.0,1.0,0.0,0.0,172930.28,1.0
66,15736399.0,Chu,583.0,France,Male,35.0,8.0,0.0,2.0,1.0,1.0,167723.25,1.0
67,15746258.0,Chukwualuka,605.0,Spain,Female,38.0,5.0,0.0,2.0,1.0,0.0,122899.01,0.0
68,15635197.0,Zetticci,726.0,Spain,Male,34.0,9.0,0.0,2.0,0.0,0.0,138526.96,0.0
69,15732265.0,Li Fonti,704.0,France,Female,29.0,4.0,0.0,1.0,1.0,1.0,66721.98,0.0
70,15679075.0,Kambinachi,627.0,France,Male,33.0,7.0,93547.23,1.0,1.0,0.0,124777.14,0.0
71,15787550.0,Okechukwu,695.0,France,Male,33.0,1.0,122549.64,2.0,1.0,0.0,116973.45,0.0
72,15652914.0,Niu,678.0,Germany,Female,35.0,6.0,150635.3,1.0,1.0,0.0,160546.58,0.0
73,15648898.0,Milano,661.0,France,Female,28.0,2.0,0.0,2.0,0.0,0.0,75825.57,0.0
74,15668009.0,Palerma,805.0,Germany,Female,40.0,8.0,111512.75,1.0,1.0,0.0,91554.62,0.0
75,15695301.0,Hs?,712.0,France,Male,38.0,8.0,0.0,2.0,1.0,0.0,113903.4,0.0
76,15640407.0,Fiorentino,678.0,Germany,Female,55.0,8.0,121234.05,1.0,1.0,1.0,158545.25,0.0
77,15567630.0,Ndubueze,705.0,France,Female,36.0,4.0,0.0,1.0,0.0,1.0,50899.91,1.0
78,15617320.0,Tien,710.0,France,Male,38.0,9.0,0.0,2.0,1.0,0.0,63736.17,0.0
79,15783541.0,Rios,645.0,Spain,Female,48.0,10.0,81623.67,1.0,0.0,1.0,78622.46,0.0
80,15711889.0,Tien,645.0,Germany,Male,57.0,0.0,90547.48,2.0,1.0,0.0,102889.34,1.0
81,15809823.0,Martin,579.0,Germany,Female,47.0,6.0,153895.11,3.0,1.0,0.0,183893.31,1.0
82,15607837.0,O'Sullivan,806.0,France,Male,33.0,9.0,0.0,2.0,1.0,0.0,157959.02,0.0
83,15627385.0,Tuan,651.0,Spain,Male,57.0,3.0,0.0,2.0,1.0,1.0,182076.97,1.0
84,15586674.0,Tsao,663.0,Spain,Female,39.0,1.0,98899.91,2.0,1.0,0.0,104930.46,0.0
85,15691785.0,Trevisani,573.0,Germany,Male,52.0,4.0,145071.72,1.0,0.0,0.0,173870.39,1.0
86,15570141.0,Mazzanti,596.0,France,Male,53.0,9.0,0.0,2.0,1.0,1.0,52876.41,0.0
87,15643439.0,Hsia,585.0,France,Female,25.0,4.0,122950.19,1.0,1.0,0.0,161229.84,0.0
88,15589380.0,McIntosh,637.0,France,Male,47.0,2.0,108513.25,1.0,0.0,0.0,15378.25,1.0
89,15630363.0,Chukwujamuike,667.0,France,Male,30.0,3.0,0.0,2.0,1.0,0.0,147545.65,0.0
90,15769504.0,Chukwufumnanya,619.0,France,Male,38.0,5.0,0.0,2.0,0.0,0.0,70774.97,0.0
91,15697035.0,Biryukov,593.0,France,Female,57.0,8.0,0.0,1.0,0.0,0.0,81409.0,1.0
92,15592773.0,Genovese,565.0,Spain,Female,28.0,2.0,0.0,2.0,1.0,1.0,131284.92,0.0
93,15757811.0,Ts'ui,623.0,Germany,Male,47.0,5.0,84587.9,1.0,1.0,1.0,141872.05,1.0
94,15626141.0,Cattaneo,706.0,France,Male,47.0,6.0,0.0,2.0,1.0,0.0,91094.46,0.0
95,15652667.0,Toscani,698.0,Germany,Male,46.0,1.0,106414.57,3.0,1.0,1.0,62454.01,1.0
96,15605918.0,Y?an,702.0,France,Female,41.0,1.0,97720.35,1.0,1.0,1.0,120830.73,0.0
97,15801293.0,Manna,639.0,France,Male,38.0,7.0,93816.7,2.0,0.0,0.0,147521.35,0.0
98,15766427.0,Chien,614.0,Spain,Female,36.0,7.0,61297.05,1.0,1.0,1.0,82820.85,0.0
99,15673372.0,Hs?,731.0,France,Male,40.0,3.0,0.0,1.0,1.0,0.0,59553.34,0.0
100,15726776.0,Nwachukwu,628.0,France,Female,25.0,3.0,0.0,2.0,1.0,0.0,141896.74,0.0
101,15697318.0,T'ao,589.0,Germany,Male,28.0,7.0,137592.89,1.0,1.0,1.0,58974.0,0.0
102,15764072.0,McDavid,628.0,France,Male,30.0,7.0,0.0,2.0,1.0,1.0,28257.89,0.0
103,15646513.0,Davide,619.0,France,Female,53.0,1.0,153871.05,1.0,1.0,0.0,25488.43,1.0
104,15679991.0,Frolov,615.0,France,Female,46.0,5.0,0.0,2.0,1.0,1.0,82351.06,0.0
105,15609987.0,Ting,693.0,France,Male,29.0,3.0,0.0,2.0,1.0,0.0,141872.05,0.0
106,15798084.0,Chiazagomekpere,645.0,Germany,Male,27.0,7.0,155655.45,2.0,1.0,0.0,173912.29,0.0
107,15640789.0,Cremonesi,679.0,France,Female,36.0,3.0,0.0,1.0,0.0,1.0,16301.91,0.0
108,15745455.0,Hsiao,662.0,Spain,Male,36.0,8.0,0.0,2.0,1.0,0.0,141023.01,0.0
109,15602497.0,Shao,741.0,France,Female,45.0,9.0,0.0,2.0,1.0,1.0,74945.11,0.0
110,15661249.0,Hsiao,664.0,France,Female,34.0,5.0,0.0,2.0,1.0,0.0,153895.32,0.0
111,15574858.0,Chu,672.0,France,Male,36.0,3.0,98173.02,1.0,1.0,0.0,138525.19,0.0
112,15712608.0,Ch'in,586.0,Spain,Female,47.0,9.0,166031.45,1.0,1.0,0.0,90877.95,1.0
113,15814268.0,Chinedum,694.0,Spain,Male,37.0,7.0,0.0,2.0,1.0,0.0,162960.03,0.0
114,15794916.0,Nwachukwu,635.0,France,Female,36.0,5.0,0.0,2.0,1.0,1.0,134901.34,0.0
115,15631189.0,Ch'eng,726.0,France,Male,36.0,2.0,0.0,2.0,1.0,1.0,65769.2,0.0
116,15794874.0,Ndubueze,667.0,France,Male,37.0,2.0,94464.81,1.0,0.0,0.0,47959.83,0.0
117,15594928.0,Y?,679.0,France,Female,37.0,8.0,0.0,2.0,1.0,1.0,123437.05,0.0
118,15778861.0,Chuang,537.0,France,Female,44.0,2.0,85891.55,1.0,1.0,0.0,161435.02,1.0
119,15673929.0,T'ao,752.0,France,Female,30.0,6.0,0.0,2.0,1.0,0.0,158736.07,0.0
120,15793954.0,Maclean,627.0,France,Female,35.0,1.0,81231.85,2.0,1.0,0.0,139431.0,0.0
121,15757897.0,Nnaife,656.0,Spain,Male,29.0,5.0,0.0,2.0,1.0,0.0,115779.48,0.0
122,15715117.0,Ch'in,528.0,France,Female,54.0,7.0,0.0,1.0,1.0,0.0,165562.84,1.0
123,15788022.0,T'ien,707.0,France,Male,41.0,5.0,160729.1,1.0,0.0,0.0,59346.4,0.0
124,15589358.0,Iadanza,781.0,Spain,Male,41.0,0.0,0.0,1.0,1.0,0.0,67976.57,0.0
125,15694581.0,Pagnotto,850.0,France,Female,27.0,9.0,0.0,2.0,0.0,0.0,128892.66,0.0
126,15730076.0,Chiawuotu,721.0,France,Male,36.0,6.0,0.0,1.0,1.0,1.0,140197.42,0.0
127,15709941.0,Chinwendu,774.0,France,Female,31.0,2.0,0.0,2.0,1.0,1.0,53667.08,0.0
128,15813159.0,Yefremova,815.0,France,Female,27.0,0.0,0.0,2.0,1.0,0.0,6776.92,0.0
129,15698619.0,Onwuamaeze,617.0,France,Female,41.0,1.0,0.0,2.0,1.0,0.0,103737.82,0.0
130,15631222.0,Cremonesi,466.0,France,Male,32.0,6.0,167948.57,1.0,0.0,1.0,9241.83,0.0
131,15656901.0,Zikoranachidimma,627.0,France,Male,25.0,7.0,0.0,2.0,1.0,0.0,168895.06,0.0
132,15800515.0,Brown,531.0,France,Male,31.0,4.0,0.0,2.0,1.0,1.0,161579.85,0.0
133,15580134.0,DeRose,741.0,France,Female,39.0,10.0,0.0,2.0,1.0,1.0,51919.04,0.0
134,15705521.0,Kao,627.0,Spain,Female,33.0,6.0,0.0,2.0,1.0,1.0,121440.8,0.0
135,15803840.0,Lucciano,535.0,Germany,Female,39.0,6.0,125396.24,1.0,1.0,0.0,82367.55,0.0
136,15662533.0,Chin,850.0,France,Female,36.0,0.0,0.0,2.0,1.0,1.0,138700.94,1.0
137,15743759.0,Hargreaves,642.0,Germany,Female,39.0,1.0,81370.07,2.0,1.0,0.0,52414.92,0.0
138,15624595.0,Dike,656.0,France,Male,35.0,6.0,0.0,2.0,1.0,1.0,38761.61,0.0
139,15758031.0,Ts'ui,605.0,France,Male,31.0,7.0,0.0,2.0,1.0,0.0,127939.19,0.0
140,15581748.0,T'ien,682.0,Spain,Male,27.0,5.0,0.0,2.0,1.0,0.0,60784.27,0.0
141,15745250.0,Chiemezie,679.0,France,Female,36.0,4.0,115462.02,1.0,1.0,0.0,47952.45,0.0
142,15813504.0,Nnaife,751.0,France,Female,45.0,1.0,140187.1,1.0,1.0,1.0,12128.69,0.0
143,15804771.0,Nucci,711.0,France,Female,30.0,7.0,0.0,2.0,1.0,0.0,79616.37,0.0
144,15752578.0,Chukwueloka,583.0,Spain,Male,34.0,0.0,0.0,1.0,1.0,0.0,77977.69,0.0
145,15689412.0,Hsiung,708.0,France,Female,36.0,9.0,142662.68,1.0,0.0,0.0,129890.94,1.0
146,15771054.0,Ukaegbunam,694.0,France,Female,33.0,7.0,0.0,2.0,1.0,0.0,153727.32,0.0
147,15592578.0,Chukwueloka,682.0,France,Female,37.0,6.0,0.0,2.0,1.0,1.0,115288.24,0.0
148,15738063.0,Teng,644.0,France,Female,39.0,6.0,0.0,1.0,1.0,0.0,53584.03,1.0
149,15670354.0,Smith,739.0,France,Female,37.0,3.0,93833.86,1.0,1.0,1.0,175743.92,0.0
150,15758031.0,Chiang,701.0,Germany,Female,29.0,7.0,96674.48,2.0,0.0,1.0,184980.23,0.0
151,15573045.0,Tuan,725.0,France,Female,41.0,0.0,0.0,2.0,1.0,1.0,111605.9,0.0
152,15633574.0,Milani,682.0,France,Male,42.0,5.0,0.0,2.0,1.0,1.0,6078.46,0.0
153,15594872.0,Ch'ang,730.0,France,Male,32.0,1.0,0.0,2.0,1.0,1.0,133831.37,0.0
154,15806901.0,Chukwujekwu,767.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,96862.52,0.0
155,15732832.0,Cremonesi,605.0,France,Male,39.0,7.0,142400.77,1.0,1.0,0.0,156495.39,0.0
156,15641850.0,Pirozzi,560.0,Spain,Female,36.0,6.0,94920.71,1.0,1.0,1.0,158043.11,0.0
157,15587576.0,Chukwudi,639.0,France,Male,23.0,6.0,0.0,2.0,0.0,0.0,136079.64,0.0
158,15798964.0,Chinomso,591.0,France,Male,33.0,7.0,101985.81,1.0,1.0,1.0,199953.33,0.0
159,15733297.0,Toscani,663.0,Spain,Male,35.0,9.0,116695.27,1.0,1.0,1.0,145562.4,0.0
160,15783501.0,Hargreaves,597.0,Germany,Female,28.0,6.0,107433.04,1.0,1.0,0.0,71167.18,1.0
161,15788025.0,Ruse,705.0,France,Female,46.0,4.0,0.0,1.0,1.0,0.0,117622.8,1.0
162,15765322.0,Nwachinemelu,633.0,France,Male,43.0,8.0,0.0,2.0,1.0,1.0,146652.11,0.0
163,15587712.0,Cocci,648.0,Germany,Male,27.0,5.0,152296.83,1.0,1.0,0.0,180736.24,0.0
164,15791045.0,Nnamutaezinwa,619.0,France,Female,32.0,5.0,124655.58,1.0,0.0,0.0,139919.38,0.0
165,15604044.0,Ch'in,680.0,France,Female,42.0,4.0,0.0,1.0,0.0,0.0,81634.45,1.0
166,15746674.0,Ch'eng,535.0,France,Female,55.0,2.0,0.0,2.0,1.0,1.0,116957.6,0.0
167,15586870.0,P'eng,634.0,France,Female,41.0,2.0,0.0,2.0,1.0,0.0,180693.61,0.0
168,15730161.0,Johnstone,773.0,France,Male,36.0,3.0,91869.69,1.0,1.0,0.0,60774.13,0.0
169,15572735.0,Onyemauchechukwu,521.0,Germany,Female,35.0,5.0,107784.65,2.0,1.0,1.0,1114.12,0.0
170,15613180.0,Palerma,567.0,France,Male,34.0,9.0,0.0,1.0,0.0,0.0,174043.3,0.0
171,15681671.0,Moore,765.0,France,Female,31.0,9.0,0.0,2.0,1.0,1.0,126561.07,0.0
172,15671915.0,Chinweuba,850.0,France,Male,37.0,9.0,0.0,2.0,1.0,1.0,80587.37,0.0
173,15729489.0,Tien,715.0,France,Male,31.0,7.0,0.0,1.0,1.0,0.0,180829.99,1.0
174,15771299.0,T'ang,682.0,France,Female,38.0,1.0,0.0,2.0,1.0,0.0,72467.99,0.0
175,15591036.0,Manna,549.0,Spain,Female,35.0,5.0,152309.38,1.0,1.0,0.0,132467.54,0.0
176,15742269.0,Lai,665.0,Germany,Female,45.0,7.0,107959.39,2.0,1.0,1.0,152843.53,0.0
177,15627190.0,Tung,727.0,France,Female,40.0,7.0,97541.24,1.0,0.0,0.0,188492.82,1.0
178,15766787.0,Zetticci,581.0,France,Female,45.0,7.0,0.0,2.0,1.0,1.0,108645.85,0.0
179,15665766.0,T'ao,677.0,France,Female,37.0,5.0,0.0,2.0,1.0,0.0,108764.69,0.0
180,15793331.0,Chukwufumnanya,628.0,Spain,Male,35.0,4.0,0.0,2.0,1.0,0.0,187925.75,0.0
181,15650258.0,Frolov,645.0,Germany,Female,55.0,5.0,123723.69,2.0,0.0,1.0,162960.05,1.0
182,15651674.0,Folliero,650.0,Spain,Female,30.0,3.0,0.0,2.0,0.0,1.0,122823.34,0.0
183,15621653.0,Chizuoke,686.0,Spain,Male,34.0,8.0,104682.83,1.0,1.0,0.0,134600.94,0.0
184,15774931.0,Pritchard,709.0,France,Female,34.0,6.0,0.0,2.0,1.0,1.0,59559.81,0.0
185,15672908.0,K?,538.0,France,Male,45.0,8.0,0.0,2.0,1.0,1.0,44406.17,0.0
186,15569452.0,Chin,679.0,France,Male,39.0,6.0,0.0,2.0,1.0,0.0,152992.04,0.0
187,15815443.0,Li Fonti,590.0,Spain,Female,38.0,7.0,0.0,2.0,1.0,1.0,63736.17,0.0
188,15700476.0,Tsai,635.0,Spain,Male,37.0,3.0,0.0,2.0,1.0,1.0,136837.97,0.0
189,15770039.0,Brown,698.0,France,Male,28.0,7.0,0.0,1.0,1.0,1.0,180318.6,0.0
190,15652400.0,Onyemere,825.0,Spain,Male,31.0,5.0,0.0,1.0,1.0,0.0,123882.73,0.0
191,15759038.0,H?,651.0,France,Female,29.0,8.0,51690.89,2.0,1.0,0.0,144880.81,1.0
192,15770041.0,Chien,589.0,France,Female,40.0,6.0,0.0,1.0,0.0,0.0,178028.96,0.0
193,15650018.0,Hsueh,588.0,France,Female,31.0,6.0,0.0,2.0,1.0,1.0,48963.59,0.0
194,15699461.0,T'ien,743.0,France,Male,59.0,5.0,0.0,1.0,1.0,1.0,154844.22,1.0
195,15706071.0,Ch'en,683.0,Spain,Male,41.0,9.0,119688.81,1.0,1.0,1.0,46677.9,0.0
196,15610165.0,Pirozzi,628.0,Germany,Female,42.0,2.0,114450.32,1.0,1.0,0.0,152855.96,1.0
197,15773469.0,Fanucci,539.0,Spain,Female,31.0,9.0,0.0,2.0,0.0,1.0,177065.24,0.0
198,15766295.0,Folliero,597.0,France,Male,43.0,2.0,0.0,2.0,1.0,1.0,91366.42,0.0
199,15697311.0,Pisano,661.0,Spain,Male,38.0,8.0,0.0,2.0,1.0,1.0,119404.63,0.0
200,15783338.0,Fokine,579.0,France,Male,42.0,3.0,0.0,2.0,1.0,1.0,175544.02,0.0
201,15644296.0,Udegbunam,638.0,France,Male,50.0,8.0,0.0,1.0,0.0,1.0,59553.34,0.0
202,15603431.0,Chiu,704.0,Spain,Male,34.0,6.0,0.0,1.0,0.0,1.0,158043.11,0.0
203,15732704.0,Pinto,599.0,Spain,Male,30.0,2.0,121729.42,1.0,1.0,0.0,138527.56,0.0
204,15681316.0,Yobanna,658.0,France,Male,34.0,6.0,0.0,2.0,1.0,0.0,159800.16,0.0
205,15810834.0,Ma,508.0,France,Male,33.0,0.0,0.0,2.0,0.0,1.0,113581.96,0.0
206,15568876.0,Y?,619.0,France,Female,55.0,5.0,0.0,1.0,1.0,0.0,115116.35,1.0
207,15671934.0,Chiawuotu,646.0,Spain,Male,37.0,9.0,105769.26,2.0,1.0,0.0,146033.53,1.0
208,15691823.0,Cattaneo,748.0,France,Male,37.0,2.0,153610.61,1.0,0.0,0.0,166324.78,1.0
209,15751445.0,H?,555.0,France,Female,41.0,3.0,0.0,2.0,1.0,0.0,160532.88,0.0
210,15730059.0,Nnaife,592.0,Spain,Female,24.0,5.0,0.0,2.0,1.0,0.0,158973.77,0.0
211,15596962.0,Uspenskaya,563.0,France,Male,42.0,6.0,0.0,2.0,1.0,1.0,131852.01,0.0
212,15621611.0,Nkemakonam,678.0,France,Female,44.0,8.0,0.0,2.0,1.0,1.0,147538.26,0.0
213,15592028.0,Y?an,577.0,France,Male,34.0,1.0,151607.56,1.0,1.0,0.0,123971.14,0.0
214,15568885.0,Ozioma,825.0,France,Male,29.0,6.0,144581.96,1.0,1.0,0.0,155063.27,0.0
215,15593622.0,Lai,716.0,Germany,Female,32.0,0.0,154640.41,2.0,1.0,1.0,141977.54,0.0
216,15593778.0,Hargreaves,561.0,France,Female,33.0,6.0,83772.95,1.0,0.0,1.0,143882.25,0.0
217,15617226.0,Oluchukwu,685.0,France,Female,52.0,6.0,0.0,1.0,1.0,0.0,166585.8,1.0
218,15761718.0,Ch'ien,583.0,France,Female,31.0,4.0,0.0,2.0,1.0,0.0,157871.55,0.0
219,15637178.0,Onyekachi,635.0,France,Male,44.0,5.0,0.0,2.0,0.0,1.0,70548.96,0.0
220,15758831.0,Riggs,696.0,France,Male,34.0,3.0,164870.81,1.0,1.0,1.0,180002.42,0.0
221,15581252.0,Scott,675.0,France,Female,34.0,7.0,0.0,2.0,1.0,1.0,152541.38,0.0
222,15776936.0,Fiorentini,733.0,Germany,Female,44.0,10.0,99835.47,1.0,0.0,1.0,176712.59,0.0
223,15766609.0,Onyekachi,709.0,France,Female,34.0,8.0,0.0,2.0,1.0,1.0,161409.66,0.0
224,15694385.0,Ch'ang,726.0,France,Male,34.0,8.0,0.0,2.0,0.0,1.0,141756.32,0.0
225,15682048.0,Mazzi,756.0,Germany,Female,33.0,3.0,109646.82,1.0,0.0,1.0,46775.28,0.0
226,15732674.0,Uwakwe,616.0,France,Male,41.0,8.0,0.0,1.0,1.0,1.0,59634.43,0.0
227,15774854.0,Chiebuka,535.0,Germany,Male,51.0,3.0,152310.55,1.0,1.0,1.0,74042.0,1.0
228,15643908.0,Martin,521.0,Germany,Female,48.0,6.0,107594.11,1.0,1.0,1.0,164925.11,1.0
229,15706899.0,Onyemauchechukwu,569.0,Germany,Male,34.0,2.0,155870.79,2.0,1.0,1.0,152723.26,0.0
230,15651020.0,Ting,644.0,France,Male,35.0,7.0,141078.37,1.0,1.0,1.0,84482.5,0.0
231,15597951.0,Young,510.0,France,Male,27.0,5.0,0.0,2.0,1.0,0.0,100940.91,0.0
232,15799653.0,Ch'iu,726.0,Spain,Male,39.0,8.0,0.0,1.0,1.0,1.0,143980.28,0.0
233,15704770.0,Ts'ui,641.0,France,Female,43.0,10.0,0.0,2.0,1.0,0.0,140130.22,0.0
234,15781702.0,L?,609.0,France,Male,20.0,9.0,0.0,2.0,1.0,0.0,166495.2,0.0
235,15756901.0,Nwokezuike,651.0,Spain,Male,23.0,3.0,0.0,2.0,1.0,1.0,177783.04,0.0
236,15588535.0,Nwachinemelu,667.0,France,Male,34.0,4.0,0.0,2.0,1.0,0.0,171045.31,0.0
237,15686957.0,T'an,573.0,Spain,Male,39.0,9.0,0.0,2.0,1.0,0.0,175847.05,0.0
238,15724334.0,Lo,752.0,France,Male,30.0,2.0,0.0,2.0,1.0,1.0,199454.37,0.0
239,15586039.0,Ch'ang,605.0,Spain,Male,26.0,3.0,0.0,2.0,0.0,0.0,90977.48,0.0
240,15592387.0,Hsu,520.0,Spain,Male,37.0,9.0,0.0,2.0,1.0,0.0,149402.53,0.0
241,15745196.0,Lujan,668.0,France,Female,40.0,3.0,141434.04,1.0,0.0,0.0,126726.33,0.0
242,15790235.0,Kao,614.0,France,Female,43.0,9.0,0.0,2.0,1.0,0.0,154882.79,1.0
